userid,text
3134597467,"Oil edges higher on optimism for firmer crude demand

https://t.co/xU4ALwGRLE

#CrudeOil #Russia #OilandGasSector @OPECSecretariat #Commodity #Europe #Investmentguruindia https://t.co/RBWD4z6qCF Indian manufacturing sector likely to be hit by slump in foreign trade activity in FY23: @IndiaRatings

https://t.co/LAqvGscG3w

#Russia #Economy #ManufacturingSector #Industry #COVID19 #Investmentguruindia https://t.co/XeUucaqZtF"
3148642309,Putin is a monster @KremlinRussia_E #boycottRussia
3166570076,@ipsvijrk Madness by Mad Ruler #Russia #Russian
3214557748,"Now for Ghana 🇬🇭, 10 cedis be shit. . . .

#10cedis|| Dollar
#RussiaUkraineWar"
3243677896,@championrat02 He actually did. This started with his declaration to insert Peacekeepers something #Ukraine️ has repeatedly expressed will not relate to the existing situation. https://t.co/3hpwmbPOjv
3331851939,"Russia continues its fresh focus on the #Kharkiv region this morning with more missile attacks on the city center. https://t.co/uPLgVtRCMg Russian air defense launches this evening in #Crimea: 

 https://t.co/L1HG6HjECe"
3364753264,"@katyakotrikadze is #Kremlin #SVR or #GRU #AgentOfInfluence, willingly or unwilling, but she is! @tvrain is #Russian #Imperial media that is used to deceive, discredit and disinform, in mild form spread #Kremlin narratives in the West. https://t.co/XNz4dPoHci #Russia is responsible, but it is #Western fault to let it happen! https://t.co/VyDObkd76g"
3618321977,"@fenice_risorta #Orcs are cowards.
#Russia/#Mordor
#RussiaIsATerroristState @GiovaQuez @Ilona_ple Notice the #Russian #propaganda passwords and blah blah repeated by EVERY source of that message. https://t.co/sR6jFRSqRN An analysis of 2020 from a (closed) institute for #Russian studies. 
Now think about those in #Europe and the #USA supporting or related to Russian business.

https://t.co/7GLD30HRJs @putino #Crimea is NOT #Russia. 

#Ukraine is NOT attacking #Russian territories. @redbaro93977318 #Crimea is NOT #Russia.
#Belgorod, yes, but that is an ""accident."" Careless smokers or climate change (that other type of climate)."
3995036555,"#russian rockets attack #Ukraine’s second-largest city #Kharkiv. 
#RussiaIsATerroristState 
https://t.co/4X75LDxdx7 The number of #russians who want to take part in the war in Ukraine decreases every day. To partially preserve the possibility of forming new reserves, the #Kremlin is increasingly trying to attract foreign citizens to its armed forces.
#RussianWarCrimes 
https://t.co/3oB84kW47Z The international rating agency Fitch upgraded #Ukraine’s Long-Term Foreign-Currency Issuer Default Rating to ‘CC’ (probable default).
#economy 
https://t.co/S5g0YYWyS1"
4194426687,@mikepompeo You were not a great or good Secretary of State when you failed to stand up for and protect Ambassador to Ukraine #MarieYovanovitch from Former President #DonaldJTrump in 2019. You helped pave the road for #Putin's invasion of Ukraine.
4464449597,"Ruined university in Mykolaiv. The building was hit by russian missiles twice. This is what russian 'culture' brings to you: terror and devastation. Oh, and also ballet, how dare we cancel russian culture then?

#russiaisaterroriststate https://t.co/44cjXjTVEP"
4821168611,"@vonderleyen @EU_Commission Germany has blocked the EU financial and military help for Ukraine. EC keeps tweeting but in fact, there is little of real help for Eastern and Central Europe. #NordStream2 #NordStream1"
4842011242,"In the middle of the rubble a bottle of Château Bellevue, « a very popular wine ». #UkraineRussiaWar @CNN https://t.co/sNuXnb6GWf"
702291860874665984,"https://t.co/6rBefejbd4
*
*
*
Get Our Digital Bundle HERE~~~&gt;https://t.co/OL3EQsi8TB
*
*
*
#VovkulakaMusic #MetalMusic #ILoveMetal #Ghosts #Paranormal #Ukraine https://t.co/oD0cTERIvr https://t.co/6rBefe1Alw
*
*
*
Follow Us HERE~~~&gt;https://t.co/zrHz0YZ2kT
*
*
*
#VovkulakaMusic #MetalMusic #ILoveMetal #Ghosts #Paranormal #Ukraine https://t.co/Wz0mbLH8NL"
704329738312146945,@mazzenilsson @inabster What ever is going to happen it is #ManMade The #West are at fault for allowing Putin’s #Russia to put the drop on us We never kept our eye on the ball Allowing our defences to be so weakened by not spending to catch up to #RussianAggression The #ColdWar is back @ElSenala @TalkTV
705100457539084288,.@TheDailyBeast's Julia Davis pimps for two corrupt pieces of 💩 (Biden and Zelensky) and she calls Tulsi Gabbard a Useful Idiot? 🙄! #Ukraine https://t.co/ysWQte9Bfa Julia Davis pimps for corrupt pieces of 💩 Biden and Zelensky and she calls @TulsiGabbard a Useful Idiot? 🙄! #Ukraine #Russia @TuckerCarlson https://t.co/ysWQte9Bfa
706515086547001349,@Gerashchenko_en @DI_Ukraine the whole world knows and whole world does.....nothing! #StopPutin  #russiaisateroriststate #StandWithUkraine
730485657852739584,US announces new $775 million military aid package for #Ukraine
740989553960452096,"Submarine cutaway, #Russia navy ALPHA class-&gt; https://t.co/xJEuSt5Mi3

Titanium hull, and unique in many ways. Ahead of it’s time https://t.co/p0TDTS1gwW Ropucha Class landing ship of #Russian Navy south of Crimea today https://t.co/lSxApMiEdX"
741984407578247172,@ElectionWiz @cjgirl16 So then I suspect several @TheDemocrats members of Congress a few weeks later to show up in #Ukraine for their kickback payoff money
743547660876025857,"#Kharkiv 
people are losing their lives there because of one man, who should face the war crimes tribunal.
#StopPutinNOW https://t.co/e46902ObKb"
746235447945400320,"#Putin-s children will grow up and probably hate their father not only for passing on this dead giveaway nose, but also for his war crimes and eternal ruSSian shame. https://t.co/MmTdSRBvrE"
747001297488928768,"#Japan with #US can get back Northern Territory from #Russia by #Force

MedvedevRussiaE MedvedevRussia PutinRF_Eng Plaid_Putin #war #Japan with #US can get back Northern Territory from #Russia by #Force

MedvedevRussiaE MedvedevRussia PutinRF_Eng Plaid_Putin #war"
758279579354234880,We can't leave #Ukraine alone. https://t.co/29QYhtOaq7
765180664966766592,"""At the moment, the most important thing is to help people in need,"" - Oleksandra, a volunteer at a @UNFPA-supported centre in #Zaporizhzhia, #Ukraine.
 
On #WorldHumanitarianDay, we thank all volunteers who support vulnerable people in their most difficult times. https://t.co/Rjtvpu2zXf The🆕#Ukraine humanitarian snapshot is live!
 
Check out how @UNFPA is providing lifesaving services to women and girls in Ukraine.
 
https://t.co/HRbuHY9aSa https://t.co/jytUqLlIf3"
769232037639294977,"How I Earn $15 Daily With New TRX Mining Site...
👇 
https://t.co/8brzZz9vpC

#TRX #USDT #Airdrop #cryptocurrency #UkraineRussiaWar https://t.co/arT9frAlXy"
777080385566023680,That is the job of #Russians and #US BigPharma!! 👊 https://t.co/bvlSsTgEMR
782624583316758528,"Tribute to #Ukraine
YOU ARE A SH*THOLE STATE
WE HAVE TO KILL THIS SWITCH
I LIKE THE RUSSIANS MORE
YOU ARE A NATO BITCH
https://t.co/47qaiLlaqv https://t.co/phYFEeY5jP"
783214744463257600,"UN chief meets with leaders of Ukraine, Turkiye, calls for demilitarization of Zaporizhzhia plant

#Ukraine #Zaporizhzhia #Arirang_News https://t.co/mkctYrQbqI World News: Flash flood in China leaves 16 dead, 18 missing

#China #United_States #Arirang_News https://t.co/Sju4u2NEgf Leaders of Ukraine, U.N. seek to secure Zaporizhzhia nuclear plant

#Ukraine #Zaporizhzhia #Arirang_News https://t.co/C2davZaHAz"
809401387784273920,@SlimBisk #Brexit was a #Hoax perpetrated by #Russia. Too bad so many #Racits agreed to it. #HateKillsEverything
819535545827201024,"Day 177 :
Fail of russian blitzkrieg trailer
#UkraineRussiaWar #Ukraine️ https://t.co/S6uWekY32R"
819971933076856832,#Ukraine - the new medical doctor of the Old #Europe... https://t.co/Xu5ihMH23k
828926283153342464,Is the German newspaper @faznet mistranslating the UK MoD update on purpose? Their text turns the meaning of the MoD update on its head and transforms it into pro-Russian propaganda. #StandWithUkraine #ArmUkraineNow https://t.co/zRmednycyg
835470221041246208,"Excellent film clips about the earlier depredations of Russians on their neighboring regions.  

It did not all start in 2014 or 2022.  #Ukraine️ https://t.co/0YYj27QUuE"
838559901362302976,"@JonStarbuck1 @apmassaro3 And also NATO should state that bombing Zaporizhzhia would be an attack on all of Europe and trigger Article 5.
Immediately. 
@USAmbNATO @USNATO #Ukraine"
853619415262298113,"Today’s morning. Russians bombed university on the south of Ukraine, Mykolaiv. Ukraine still need help! Stay with Ukraine! 🇺🇦🇺🇦#StopRussiaNOW #RussianWarCrimesInUkraine #russiaisateroriststate #UkraineWillWin https://t.co/lbPfSwQUIJ"
868543635188576257,"Something that bothers all Ukrainians

experts on russia are considered experts on Ukraine as well which is an absolute bs

Sheer colonialism practices 
#russiaisateroriststate #colonialism https://t.co/ShBwA5xG70"
894409014896869376,"@ZelenskyyUa Wait, till 2023. 
At any time man-made nuclear disasters may happen due to unbridled emotions.   
This is true, true, true. 
2023 would see nuclear disasters,unless #EC &amp;  #America change their strategies. 
#Russia, #China, #NK, #Iran danger is peeping for 2023.    
@ZelenskyyUa Wait, till 2023. 
At any time man-made nuclear disasters may happen due to unbridled emotions.   
This is true, true, true. 
2023 would see nuclear disasters,unless #EC &amp;  #America change their strategies. 
#Russia, #China, #NK, #Iran danger is peeping for 2023.    
@ZelenskyyUa https://t.co/NHof4az7sT Give Food #Russia, Not Bombs #Ukraine️."
920842665280684032,"Now, Europe needs to sort out its internal affairs and figure out how much of its anxiety around China really comes from #China and how much comes from surrendering its strategic autonomy to the #US, claimed a Global Times editorial. (2/2) #ChinesePerspectives #EU #Trade https://t.co/uqPtxGALuQ https://t.co/LJJDAdQqJL According to a report issued by the IFO Institute, a trade war and a decoupling by the EU and Germany with China would cost Germany almost six times as much as Brexit. #ChinesePerspectives #US #China #EU #Trade https://t.co/pUV8fshx4Q If there is anything in common b/w #Taiwan and #Ukraine, it is that the US is the culprit of the tension and crisis in the regions, claimed a People's Daily editorial. #ChinesePerspectives #China #US #Russia https://t.co/5t2I1CeSXa"
923038544381206528,"I can't figure out of this makes Russia or the Norks more desperate?? ""North Korean ‘volunteers’ to fight in Ukraine?"" – https://t.co/C3vfkpFpvF #Ukraine #StandWithUkraine #Russia"
925445936263831552,President Zelensky can #Veto5371 -- a bill that strips protections from millions of workers. Ask him now: https://t.co/udwmOGEgdl #Ukraine
951898044164902917,Never trust again #russia
956249071466901504,Thank you for supporting #Ukraine . https://t.co/HhtQObPhqx
998802618976755712,"A soldier shot dead a taxi driver in the Russian city of #Rostov for supporting #Ukraine.
A few days earlier, in the #Rostov region, a motorcyclist was beaten to death for the same reason.
As expected, the war devolves into a Russian civil war. https://t.co/9NxYzcgHW0"
1002227483217924097,"@EthelCardew @FilipeRoque2 @lilygrutcher I thought this might be the initial approach to stopping traffic.  If it works and the Russians fix the road, you keep hitting it.  I don’t understand why the #NATO would be against taking out the bridge.  Once Crimea is re-taken there is not need for a bridge."
1005670399676436480,"Macron Announce that French ppls must pay price to have freedom 
Yves Pozzo di Borgo ;Here is #Macron one of the main people responsible for this war in #Ukraine because he did not enforce  #Minsk agreements &amp;who is looking for a culprit to clear himself! Never seen such a liar! https://t.co/mMx8XrrhF2"
1033402095112806401,Incredible courage 🇺🇦 #SlavaUkraini #russiaisateroriststate #Russians #Putin https://t.co/YpcvlRAgBw
1034675221452578816,"FYI, when Russian invaders do this in #Ukraine they call it “war crimes,” but over here when police do it it’s called a “justifiable homicide.” https://t.co/wQsfjUSajp https://t.co/NiqV4HTtDS"
1036740937064624128,#US Ambassador to #Beijing: There will be consequences if the #Chinese authorities provide systematic support to #Russia's war in #Ukraine. Pentagon: Washington intends to transfer NASAMS air defense systems to #Ukraine within two to three months.
1040097693022838784,"@2Russophobic4u Russia CAN'T win.  We won't allow it.
#SlavaUkraini"
1067770279856885762,"These Ukrainian children now have two wars - the one started by Russia and the war with cancer.  Olena Zelenska is sending them abroad for treatment, as it is very difficult for them in Ukraine today...
#RussiaIsATerroristState #StandWithUkraine #StopPutin https://t.co/bA2epkpyJs"
1082389118695469058,"The terrorist state of russia continues terrorising the city of Nikopol and hits its heart.

#saveNikopol #russiaisaterroriststate https://t.co/0gIdWhlIqg Today russians shelled Marhanets and Myrove territorial community.

Two wounded people, hospitalised.

#russiaisaterroriststate https://t.co/BfOiYofpaG @UN and @ICRC must take the situation under control. Russians actions are the war crimes and they will go on until it will not be ignored.

#RussiaIsATerroristState #saveazovstaldefenders https://t.co/6Vwz8g6XHD"
1132952625471787008,"#NBA #NFL #MLB #NHL #MLS #UCI
#LaVuelta22
#AI
🚀The #NewWorld #News (8/19/2022, 1)

✅""genioux fact"": #Putin, #Xi's vassal, continues to increase his list of aggressions against #Ukraine, #Europe and the world in general. Loose hyper aggressive predator.
https://t.co/BcZXKjVHM9 #russiaisateroriststate
🎯Newsweek, Nick Mordowanec: U.S. Uncovered Putin's Secret Plans for Ukraine War: Report
https://t.co/ICCaLAR9u8
https://t.co/DTPXbympTF
https://t.co/BkqirtKMU2
https://t.co/ChUSjPKNx9
https://t.co/mgKBsCAtT2
https://t.co/QoxwtZlzft
https://t.co/4g2tHPKD6e #russiaisateroriststate #AI
✅#Russia's invasion of #Ukraine in February was tipped off to President Joe #Biden last October with ""extraordinary detail"" regarding the #Kremlin's intentions courtesy of ""satellite images, intercepted communications and
https://t.co/LOcLelQatI ✅General Mark A. Milley reportedly called #Russia's military plot the country's version of ""shock and awe,"" predicting an attack on #Ukraine that would come from ""multiple directions simultaneously,"" according to The Washington Post.
https://t.co/92S017YSHX ✅Nearly six months into the crisis, #Russia continues to hit roadblocks it may originally never have anticipated. U.S. officials have estimated that over 75,000 #Russian troops have already been either killed or wounded in the conflict.
https://t.co/Cu53zfOdGW ✅At the same time, #Russian officials have reportedly declined to work in #Ukraine even when offered double the pay.
https://t.co/TzicZzp9bI
https://t.co/HPmGgAAuzs
https://t.co/gBBD7FsGUJ
https://t.co/BXQkp6K1Rz
https://t.co/EILVzF21yD
https://t.co/TkT0J0fuJK ✅#Russian military recruits on the frontlines also are reportedly not being compensated, fed or provided enough ammunition.
https://t.co/pjSPcXJcMR
https://t.co/tFno9QJfmE
https://t.co/FvYvqpaaJ1
https://t.co/CCj63DNsFO
https://t.co/gwAKCbOaHE
https://t.co/I3eNV88fO3 🎯The #HILL, Herman Pirchner, Jr.: #Putin’s on the brink
https://t.co/u8mhRy0EUt
https://t.co/cGWGqCKdV6
https://t.co/gaGOljZp2w
https://t.co/xKz8xCwGsI
https://t.co/KnfpawDByF
https://t.co/SUY3bPZyLM
https://t.co/P7CxtXMdTA
https://t.co/mjmwSktrYe
https://t.co/P7CxtXMdTA ✅So shall it be in #Ukraine, where the same process is playing out rapidly.
https://t.co/LpzYh8MXN2
https://t.co/KEneWq5PXK
https://t.co/53eoDtHUvt
https://t.co/6fC7BCw1u3
https://t.co/5NWjwZCm74
https://t.co/COSNplc9Ny
https://t.co/CyJ7UVsDv1
https://t.co/6benXjt88q #russiaisateroriststate
✅In less than six months, #Russian President Vladimir #Putin’s war of choice has had catastrophic consequences — for #Russia itself.
https://t.co/QOJtO8sXNd 
https://t.co/vU5DBtPMmE
https://t.co/67ONPiFqoy
https://t.co/4kYalkQz3j
https://t.co/5dAFretvWJ #Leaders #AI #Vision
✅It has resulted in at least 60,000 #Russian casualties, more than the total number of fatalities suffered during the 10-year Soviet occupation of Afghanistan.
https://t.co/kzOOZadKTD
https://t.co/vOlo2sB72u
https://t.co/gAfkbfx1dH
https://t.co/8E8WjtZ6Qt ✅It has led to a long-term #Russian loss of political influence and energy leverage in the West.
https://t.co/62xlfb9CA8
https://t.co/gAYJ1k33qO
https://t.co/UR2elApOYh
https://t.co/aue7mlfkPn
https://t.co/F0x4AgieBv
https://t.co/hHn3YQ9OSe
https://t.co/vOGiiQHWY3 ✅It has helped resuscitate the #NATO alliance, which just a few years ago seemed to be on its last legs.
https://t.co/vbBYc9ZPuI 
https://t.co/snPRWR0Iwv
https://t.co/dycbOlVfs8
https://t.co/yz657XIwOJ
https://t.co/TB0UpQlSt5
https://t.co/VxpMoEadLT
https://t.co/A5kJMhznsx ✅And it has inflicted severe, long-term damage on the #Russian economy, effectively erasing all of the gains made since the Soviet Union’s collapse.
https://t.co/Pff3Mq60Dt 
https://t.co/DpVbHphpqx
https://t.co/YKs8BqUvwc
https://t.co/rr2gvk8L0x
https://t.co/875u1b0lUx ✅And what has #Russia gotten for this? Only a few more slivers of land in #Ukraine — land that the Kremlin may not be able to hold for very long.
https://t.co/DVJwNVK6Hq
https://t.co/Uu7dzHvVuv
https://t.co/MGfu2SkYml
https://t.co/vQ8AEM2ids
https://t.co/s9jnhpheLU #Leaders #AI #Vision
✅#Russia’s elites already know this. 
https://t.co/rQcEWOdS9f
https://t.co/WCFbb57OIY
https://t.co/gWrEXP4jCU
https://t.co/iUSQ6YOzvM
https://t.co/AZtlb0DJPA
https://t.co/ICoW8OLgae
https://t.co/LqMHE5Ullc
https://t.co/JmIf3bkq2a
https://t.co/aRAOJLxOMj ✅#Russia’s president has continued to double down on his campaign of aggression.
https://t.co/GW8kRbxf1d
https://t.co/kJgngbwIdi
https://t.co/vwIuYOezc3
https://t.co/YhtzACX9gz
https://t.co/g4c0oPHAwm
https://t.co/ID11JA6wZq
https://t.co/pnATMlBW8o
https://t.co/feTtg0LehY #russiaisateroriststate #China #Leaders #AI
✅Overall, #Russia’s revamped offensive can be classified as a strategic failure, as more and more #Russians die to temporarily hold non-strategic territory.
https://t.co/06BZXsxrd8
https://t.co/LFDPVBBrcM
https://t.co/flIE27sodk 🎯National Review, John Walters: Is Lincoln Speaking to Us?
✅#Xi Jinping and Vladimir #Putin could be the very kind of tyrants that #Lincoln warned us about.
https://t.co/dxx8UntqfE
https://t.co/flIE27sodk
https://t.co/B8lmTcKCZQ
https://t.co/Ik7RT6fPLj
https://t.co/s2yNPLciDL 🎯#Asia Society: The Future of the #Digital Order: #China, #Russia, and the Middle East
https://t.co/Y64uvj7fZr
https://t.co/xo76pEOUW3
https://t.co/4mtdTXyBut
https://t.co/oBRpcC4iss
https://t.co/cUdZMjRtim
https://t.co/aA8Xbv2rwS
https://t.co/v9u5dQ4xHS
https://t.co/lSv58GrnBE ✅""genioux fact"": The evil alliance of #Xi and #Putin, #China and #Russia, is already visible to all. The predator Xi dominates his vassal Putin.
https://t.co/lGZ4HWkovB
https://t.co/AXidSQrfuF
https://t.co/voV3HZjeWj
https://t.co/ggcPVawlSp
https://t.co/CZYmRaFoFe"
1134090179038384128,@Ralf_Stegner @SWagenknecht @fdp @FriedrichMerz @Bundeskanzler #RussiaIsATerroristState „Star“ @Ralf_Stegner https://t.co/rsI79g4PsF
1154782647018819584,"Kid named finger:

#russiaisateroriststate #arttwt https://t.co/R9pniLJlZX"
1174374485467836416,Clever #Ukraine https://t.co/KsA842YkP2 https://t.co/ffk8xwgZj2
1180225777591357442,"good morning to Russian students(!) today, I hope y'all get fucking buried under the rubble of your own universities like you're burying us 🥰🥳😍
#RussiaIsATerroristState https://t.co/uE8F2iWKfY"
1197949350086877184,"@DefenceHQ The UK stands with UKRAINE https://t.co/7VH8Fi85eM    

#UnitedWithUkraine #RussiaIsATerroristState #RussianWarCrimes #StandWithUkraine @Flash43191300 The UK stands with UKRAINE https://t.co/7VH8Fi85eM 

#UnitedWithUkraine #RussiaIsATerroristState #RussianWarCrimes #StandWithUkraine"
1214255931841597441,"(not) pov you live in #Ukraine️ 
- This is not radiation 
- We will live haha https://t.co/Ec0oSfvA7F"
1216454775467888640,@Biz_Ukraine_Mag All Europe should immedately Follow #Finland and #Estonia and ban #russians from here
1230103612749041664,"@donwinslow #JusticeMatters ⚖️⚖️⚖️
@glennkirschner2 

#FactsMatter Trumps a longtime #RussianAsset for #Putin
@craigunger 

#CULT #TrumpCult #GOP
@CultExpert 🌎Cult Expert https://t.co/rSEjyqDxtk @BuddyWinston So would #Putin Epstein #Trump at some point??

Trump has been His #RussianAsset for 4Decades Plus ……….. @Denis_Buchholz @tedlieu @tribelaw @StellaParton Follow @CultExpert he is world expert on #Cults and Ginni Thomas was a Cult Follower in her past and is one now also. Which makes her Highly Dangerous with her Position now. The #TrumpCult -ALL roads Lead to #PUTIN 
@craigunger https://t.co/Q7ks5hWt7B @BillKristol The Old GOP is Dead.
ALL roads w/the #GOP - the #TrumpCult lead to #Putin.

Trumps been Putins 4decades plus aka Teflon Man of ole Wall Street building 💰💰💰🕳💰🕳
The #TrumpTrain trainwreck is coming. Will #Putin #Epstein him??

@CultExpert @craigunger @glennkirschner2 https://t.co/pZnTUomO5C @BradMossEsq SOME Twitter Accounts aren’t even Real People!

The #Propaganda machine of #Russia is real good at portraying Twitter Accounts as real local people.

Be Careful #BOTS abound"
1231859760263245825,Crimea is #Ukraine.
1233845571041058818,The UAF counterattack into the #Izyum salient has been  reversed by Russian counters. The liquidation of the pincers comes at a great cost as mobile reserves are scarce. Only at #Pacika some gains remain under UAF control. The push towards #Sloviansk is now imminent #UkraineWar
1239341130254336001,Great diplomatic success for #Indonesia whose President Jokowi also went to Kyiv and Moscow. Last year at the G20 in Rome neither of them came and 4 months later the war in #Ukraine began👇 https://t.co/Bi1Rm3uKTc
1240185535664017408,@Reuters It wouldn't be surprising if #Russia were involved in this incident and had succeeded in hacking the smartphone of the friend that has recorded the party in order to leak the video... 😏
1241040179495874563,"#Impact #Ukraine #Entertainment
How will the conflict in Ukraine influence meals safety in 2023? 
https://t.co/MvSy9hixjj https://t.co/GFt7XMeAQV"
1248770929238233089,"#Breaking: Russian Ministry of Defense released a footage showing the use of precision guided Kh-59M2 air-to-surface missile by a Su-34 strike Bomber of #RussiaAirForce against a fortified position of Ukrainian Forces during the war in Ukraine.

#Ukraine https://t.co/GCuy2moSG3"
1250579960219209729,"Yeah, great idea, that hasn't been tried. Thank God you're here.
#Ukraine https://t.co/3KqptY6SGX And I love it. 
I said it recently: I'm glad that more of my🇪🇺compatriots see it's not our war &amp; see #Ukraine for what it is, a shady corrupt state with NO Western European values, pathologically racist &amp;anti-#lgbt. A #Russia n°2.
But @SamRamani2: feel free to make donations. https://t.co/axfdG2O3DP"
1251787562676445185,"Some of #Ukraine️ 's largest #Electronics  stores now accept #Bitcoin   🇺🇦

Adoption is growing 🚀 https://t.co/jLbbsU673U"
1261310582600409090,"A travel company is offering guided tours to war zones in Ukraine
@VisitUkraine__ #Ukraine️ #war #warzone #tourism #UkraineRussiaWar 

https://t.co/8SxlomUSY7 Russian airlines forced to strip planes for parts
#Russia #UkraineRussiaWar #warsanctions #Russianplanes #war #sanctions #aviation #Aeroflot

https://t.co/vQiMpyRc4A"
1271049472051683328,"What could possibly go wrong?

#Russian #nuclear #Terrorists #ZaporizhiaNPP https://t.co/uDSW4DYrel"
1280539536284626945,"@IAPonomarenko We are such a nation that we are a little scared at first, and then we don't give a f*ck. And when we don't give a f*ck, it's scary for everyone. Glory to Ukraine ! ! ! #Ukraine️ #UkraineWar https://t.co/jacI36masC"
1283359889163603969,"Your daily reminder that #RussiaInvadedUkraine &amp; is illegally occupying Crimea, Donbas &amp; other parts of Ukraine. Day 3096 of Putler's war on Ukraine. 2 down, 1 to go. Putler will be joining his idols in the forever name-stained section of hell. #PutinWarCriminal #UkraineGenocide https://t.co/75UqrSJFBG When will it be time to intervene?

Russian genocide, rape, murder, castration, abductions, imprisonment - has achieved very small response. It continues today.

Will Chornobyl 2.0 ""spark"" people into action?

#RussiaInvadedUkraine #NuclearDisasterWaitingToHappen https://t.co/OyYdKuNUsM #RussiaIsATerroristState #PutinWarCriminal
Don't EVER negotiate with a terrorist! https://t.co/0SITLpHGWU Interesting that the ""Business Standard"" (@bsindia) still has a rolling topic ""Ukraine Civil War"".

What hope has one got when others simply don't ""get it"". #WakeUpIndia ➡️ #RussiaInvadedUkraine

https://t.co/FzDRidSg1z And does Ukraine have every reason to defend its sovereignty and territorial integrity in Ukraine? #RussiaIsATerroristState https://t.co/xeyJMnsXzJ What's the difference between Putin and Stalin?

A mustache.

#RussiaIsATerroristState https://t.co/YlVR55rBhd"
1286238676654198786,"Humanitarian needs assessments may be key in emergencies like the Ukraine crisis. But they can come with the risk of Sexual Exploitation, Abuse 
and Harassment. Download our guide to learn more about the risks and mitigation: https://t.co/64NbyGzJCf
#PSEAH #safeguarding #Ukraine https://t.co/qdPiD3z8GF"
1312443221335773191,"Oksana Pestereva tells her story of being a volunteer in #Lugansk. The video also gives an insight on what has been happening in #LPR and #Donbass in the past 8 years.

#TruthOnUkraine #NoToNazism #StopNaziUkraine https://t.co/M2GCqu3IfA"
1317466753430147073,"“Don’t have anything to do with foolish and stupid arguments, because you know they produce quarrels.” (2Timothy 22:23)👌 #KNUST #Ukraine Auba Prison Break"
1319986171603111937,"Footage from Zaporizhzhia NPP shows a large amount of Russian military hardware parked inside

#Ukraine #NAFO #Fella #UkraineRussianWar #Russia https://t.co/vknAqNCUUf"
1325833484326367233,"Did America set a global referendum for the adoption of the law of human rights and freedom of expression and the lighting of the fire of different wars?
So why should the world accept it?
#UkraineRussiaWar 
#Ukraine 
#Russia 
#russiaisateroriststate  
#GazaUnderAttack 
#SheHulk https://t.co/K5X7sxJdaz"
1328596350813032449,"@declanwalsh @declanwalsh you're #TPLFTerroristGroup mouthpiece nothing else this group's very existence depends on #war not on #Peace @BashirHashiysf @reda_getachew #TPLFTerroristGroup very existence depends on #War rhetoric than #negotiations 4 long lasting peace 
This #totalitarian Marxist group doesn't know give n take only imposing its will 
@USEmbassyAddis 
@ReutersAfrica"
1334370117715693568,"#hivemind #nytspellingbee #spellingbee #nytbee #nytsb 
#StandWithUkraine

The one with all the figures. https://t.co/40TWKNT8bI #hivemind #nytspellingbee #spellingbee 
#nytbee #nytsb 
#StandWithUkraine 

The partriarch wore a long cloak as he recited variant tales.

https://t.co/KAhi5VUyDT"
